awayPlayers,awayPlayersId,awayPlayersX,awayPlayersY,awayTeamAcronym,awayTeamFullName,awayTeamGoal,awayTeamId,card,corner,country,cross,date,foulcommit,goal,homePlayers,homePlayersId,homePlayersX,homePlayersY,homeTeamAcronym,homeTeamFullName,homeTeamGoal,homeTeamId,league,matchId,possession,season,shotoff,shoton,stage
,,,,QFC,no_hay_datos,0,,,,Mexico,,2006-08-05 23:00,,,,,,,VER,no_hay_datos,0,,Mexico Liga MX,238338,,2006/2007,,,1
,,,,CFA,no_hay_datos,0,,,,Mexico,,2006-08-05 21:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,238318,,2006/2007,,,1
,,,,MOR,Monarcas Morelia,0,6575,,,Mexico,,2006-08-05 23:00,,,,,,,ATL,Atlante,2,1942,Mexico Liga MX,238337,,2006/2007,,,1
,,,,SAN,Atletico de San Luis,0,6358,,,Mexico,,2006-08-13 01:00,,,,,,,MOR,Monarcas Morelia,1,6575,Mexico Liga MX,239020,,2006/2007,,,2
,,,,TOL,no_hay_datos,0,,,,Mexico,,2006-09-03 23:00,,,,,,,CFA,no_hay_datos,0,,Mexico Liga MX,241476,,2006/2007,,,6
,,,,TOL,no_hay_datos,0,,,,Mexico,,2006-08-27 18:00,,,,,,,PUM,no_hay_datos,0,,Mexico Liga MX,240466,,2006/2007,,,4
,,,,PUM,no_hay_datos,0,,,,Mexico,,2006-08-06 02:45,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,238342,,2006/2007,,,1
,,,,MON,no_hay_datos,0,,,,Mexico,,2006-08-06 01:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,238476,,2006/2007,,,1
,,,,PUM,no_hay_datos,0,,,,Mexico,,2006-09-30 23:00,,,,,,,QFC,no_hay_datos,0,,Mexico Liga MX,245692,,2006/2007,,,11
,,,,VER,no_hay_datos,0,,,,Mexico,,2006-08-27 22:00,,,,,,,CFA,no_hay_datos,0,,Mexico Liga MX,240509,,2006/2007,,,4
,,,,NEC,no_hay_datos,0,,,,Mexico,,2006-08-05 21:00,,,,,,,JAG,no_hay_datos,0,,Mexico Liga MX,238317,,2006/2007,,,1
,,,,CFA,no_hay_datos,0,,,,Mexico,,2006-10-29 23:00,,,,,,,MDZ,no_hay_datos,0,,Mexico Liga MX,248070,,2006/2007,,,15
,,,,NEC,no_hay_datos,0,,,,Mexico,,2006-08-31 02:30,,,,,,,CRU,no_hay_datos,0,,Mexico Liga MX,241058,,2006/2007,,,5
,,,,CRU,no_hay_datos,0,,,,Mexico,,2006-10-08 01:00,,,,,,,TIG,no_hay_datos,0,,Mexico Liga MX,246272,,2006/2007,,,12
,,,,MOR,Monarcas Morelia,0,6575,,,Mexico,,2006-09-30 23:00,,,,,,,MON,Monterrey,2,7849,Mexico Liga MX,245693,,2006/2007,,,11
,,,,JAG,no_hay_datos,0,,,,Mexico,,2006-09-23 23:00,,,,,,,VER,no_hay_datos,0,,Mexico Liga MX,243717,,2006/2007,,,10
,,,,CDG,CD Guadalajara,2,7807,,,Mexico,,2006-10-08 01:00,,,,,,,MOR,Monarcas Morelia,3,6575,Mexico Liga MX,246273,,2006/2007,,,12
,,,,MOR,Monarcas Morelia,3,6575,,,Mexico,,2006-11-09 02:00,,,,,,,NEC,Necaxa,1,1842,Mexico Liga MX,248580,,2006/2007,,,13
,,,,PAC,no_hay_datos,0,,,,Mexico,,2006-10-08 01:00,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,246271,,2006/2007,,,12
,,,,SAN,no_hay_datos,0,,,,Mexico,,2006-10-07 23:00,,,,,,,VER,no_hay_datos,0,,Mexico Liga MX,246269,,2006/2007,,,12
,,,,NEC,no_hay_datos,0,,,,Mexico,,2006-10-08 22:00,,,,,,,CFA,no_hay_datos,0,,Mexico Liga MX,246373,,2006/2007,,,12
,,,,ATL,Atlante,1,1942,,,Mexico,,2006-10-08 18:00,,,,,,,PUM,Pumas,0,1946,Mexico Liga MX,246360,,2006/2007,,,12
,,,,CFA,no_hay_datos,0,,,,Mexico,,2006-10-14 21:00,,,,,,,QFC,no_hay_datos,0,,Mexico Liga MX,246850,,2006/2007,,,13
,,,,MON,no_hay_datos,0,,,,Mexico,,2006-11-04 21:00,,,,,,,JAG,no_hay_datos,0,,Mexico Liga MX,248325,,2006/2007,,,16
,,,,TOL,no_hay_datos,0,,,,Mexico,,2006-10-14 23:00,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,246853,,2006/2007,,,13
,,,,VER,no_hay_datos,0,,,,Mexico,,2006-10-15 01:00,,,,,,,PAC,no_hay_datos,0,,Mexico Liga MX,246857,,2006/2007,,,13
,,,,PUM,no_hay_datos,0,,,,Mexico,,2006-11-04 21:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,248324,,2006/2007,,,16
,,,,ATL,no_hay_datos,0,,,,Mexico,,2006-10-14 23:00,,,,,,,CRU,no_hay_datos,0,,Mexico Liga MX,246854,,2006/2007,,,13
