awayPlayers,awayPlayersId,awayPlayersX,awayPlayersY,awayTeamAcronym,awayTeamFullName,awayTeamGoal,awayTeamId,card,corner,country,cross,date,foulcommit,goal,homePlayers,homePlayersId,homePlayersX,homePlayersY,homeTeamAcronym,homeTeamFullName,homeTeamGoal,homeTeamId,league,matchId,possession,season,shotoff,shoton,stage
"F.Espinoza Barrera,I.Castro,J.Cortes,L.Augusto,F.Palencia,J.Cacho,J.Chiapas,M.Bravo,O.Rojas,D.Cabrera,M.Rodriguez Cervantes,G.Cabral,R.Medina,D.Jimenez,J.Leano Del Castillo,R.Morales,R.Sambueza,J.Zamogilny","70853,70814,183539,70826,30575,74645,70816,18964,178178,70859,70441,18673,70928,70896,70895,30778,18651,112079",,,PUM,Pumas,2,1946,,,Mexico,,2010-09-18 02:10,,,"M.Rodriguez Cervantes,G.Cabral,R.Medina,D.Jimenez,J.Leano Del Castillo,R.Morales,R.Sambueza,J.Zamogilny,E.Rangel Especiano,F.Bareiro,M.Cejas,T.Guarch,S.Ochoa,A.Ramirez Torres,S.Bernal Hernandez,E. Velarde Calvillo,M.Palacios,D.Veron","70441,18673,70928,70896,70895,30778,18651,112079,71022,69164,18918,213056,70945,166487,70804,70809,70802,70813",,,MDZ,Mineros de Zacatecas,2,6574,Mexico Liga MX,832941,,2010/2011,,,8
"J.Munoz,J.Torres,D.Manso,C. A. Pena,E.Benitez,D.Cvitanich,M.Vidal,E.Brambila,F.Arizala,O.Perez,A.Ledesma,P.Quattrocchi,L.Padilla,J.Saavedra,L.Perez,J.Mosqueda,P.Chavez,J.Palacios","5087,95292,18893,212476,69167,18734,135309,75664,50203,30587,111890,27622,71732,70234,230344,67978,111894,70235",,,PAC,Pachuca,2,7848,,,Mexico,,2010-11-13 02:10,,,"O.Perez,A.Ledesma,P.Quattrocchi,L.Padilla,J.Saavedra,L.Perez,J.Mosqueda,P.Chavez,J.Palacios,I.Iniguez Gonzalez,D.Gandin,T.Viudez,N.Pavlovich,M.Calero,L.Lopez,M.Perez,J.Rojas,P. Aguilar","30587,111890,27622,71732,70234,230344,67978,111894,70235,70870,39115,147873,70834,70245,70253,70256,141641,68585",,,NEC,Necaxa,1,1842,Mexico Liga MX,833026,,2010/2011,,,17
"J.Magallon,P.Araujo,M. Fabian,O.Arellano,J.Enriquez,X.Baez,J.Sanchez,A.Bautista,O.Bravo,E.Torres,J.Orozco,D.Davino,J. M. Basanta,W. Ayovi,S.Perez,S.Meza,L.Perez,O.Martinez","70414,70424,111897,73679,195536,74885,213221,70396,31010,238859,71526,70436,18521,30332,112073,71530,31009,157424",,,CDG,CD Guadalajara,3,7807,,,Mexico,,2010-11-13 23:00,,,"J.Orozco,D.Davino,J. M. Basanta,W. Ayovi,S.Perez,S.Meza,L.Perez,O.Martinez,J. Zavala,A. De Nigris,H.Suazo,R.Osorio,S.Santana,N.Cardozo,L.Michel,M.De Luna,O.Esparza Morales,M. Ponce","71526,70436,18521,30332,112073,71530,31009,157424,71551,70239,50048,34113,70430,18807,70421,111889,70423,200992",,,MON,Monterrey,2,7849,Mexico Liga MX,833031,,2010/2011,,,17
"C.Gustavo Bossio,J.Beltran Vargas,E.Borelli,R.Rico Ramirez,A.Romero,H.Altamirano Escudero,J.Octavio Aceves,S.Blanco,S.Orteman,J.Nava,I.Romo,A.Skoro,C.Pinto,E.Lopez Navarro,G.Velasco,J.Diaz de Leon,R.Mendoza,R.Inigo","18365,71698,208073,71691,6908,70810,184668,56854,18883,111893,179034,42857,178904,70403,70222,180318,70407,106443",,,QFC,Queretaro FC,0,1943,,,Mexico,,2010-08-08 18:00,,,"F.Vilar,E. P. Herrera,L.Silva Ochoa,H.Droguett,A. Aldrete,J.Lozano,M.Romero,A. L. Ramirez,M.Sabah,L.Rey,E.Hernandez,I.Pineda,J.Urbina,J.Cruzalta Cruz,M.Sansores,A.Garcia Arias,R.Marquez,F.Dorame","70512,186936,178213,70929,70827,30583,18393,50095,70229,6857,106134,194650,112072,70958,197077,72117,70836,201040",,,MOR,Monarcas Morelia,6,6575,Mexico Liga MX,832903,,2010/2011,,,3
"M.Morales,W.Paredes,J. Zavala,N.Cardozo,A. De Nigris,S.Santana,L.Perez,W. Ayovi,S.Perez,A.Alvarez Olivares,O.Rincon,A.Ortiz Arellano,Y.Corona,M.Casados,A.Olivera,A.Gonzalez Pintos,P.Fresnedo,R. Salinas","71546,71544,71551,18807,70239,70430,31009,30332,112073,71696,157471,72127,178169,28983,33587,115298,112086,149043",,,MON,Monterrey,0,7849,,,Mexico,,2010-11-07 18:00,,,"A.Alvarez Olivares,O.Rincon,A.Ortiz Arellano,Y.Corona,M.Casados,A.Olivera,A.Gonzalez Pintos,P.Fresnedo,R. Salinas,F.Ayala Armendariz,E.Lugo,M.Ortiz,R.Juarez,J.Dios Ibarra,S.Meza,D.Davino,O.Martinez,J. M. Basanta","71696,157471,72127,178169,28983,33587,115298,112086,149043,70001,70221,112093,111875,207790,71530,70436,157424,18521",,,PUE,Puebla,2,7847,Mexico Liga MX,833022,,2010/2011,,,16
"C.Saucedo,Juninho,H. Ayala Castro,J. Torres Nilo,I.Jimenez,J. Molina,Everton,A.Sancho Sanchez,L.Lobos,F.Acuna,I.Batista,J.Castro,M.Viniegra Garcia,J.Rivas,E.Palos,F.Fonseca,G.Trujillo Corona,A.Acosta","70206,19287,70455,70468,141650,112081,79272,70848,33721,157866,111899,31048,70237,70219,70207,40975,70815,199355",,,TIG,Tigres,2,8561,,,Mexico,,2010-08-28 23:00,,,"J. D. J. Corona,F.Pinto,J.Huiqui,H.Cervantes,R. Chavez,G.Torrado,G.Pineda,C.Gimenez,A.Vela,J. Orozco,E.Villa,J.Dominguez,A. Castro,M.Biancucchi,C.Villaluz,H.Gutierrez,Y.Gutierrez,G.Garcia","70878,70260,30584,71700,70203,30779,31008,74585,70011,150712,18629,70199,7059,74909,70228,70225,70197,207799",,,CRU,Cruz Azul,3,6578,Mexico Liga MX,832925,,2010/2011,,,6
"Danilinho,C.Valdez,J.Hernandez,J. Martinez,J.Rodriguez,J.Chavez,A.Miguel Zamora,C.Gustavo Bossio,H.Altamirano Escudero,J.Beltran Vargas,A.Romero,R.Rico Ramirez,J.Nava,S.Orteman,J.Cardenas,J.Octavio Aceves,I.Romo,S.Blanco","80559,70485,159848,51360,121122,70226,70536,18365,70810,71698,6908,71691,111893,18883,111898,184668,179034,56854",,,JAG,Jaguares Chiapas,1,6621,,,Mexico,,2010-11-13 23:00,,,"C.Gustavo Bossio,H.Altamirano Escudero,J.Beltran Vargas,A.Romero,R.Rico Ramirez,J.Nava,S.Orteman,J.Cardenas,J.Octavio Aceves,I.Romo,S.Blanco,V.Villa,J.Villalpando,M.Martinez,I.Fuentes,O.Flores,O.Razo,M.Cabrera","18365,70810,71698,6908,71691,111893,18883,111898,184668,179034,56854,208074,111902,163136,69992,70472,103204,70259",,,QFC,Queretaro FC,1,1943,Mexico Liga MX,833030,,2010/2011,,,17
"F.Canales,F.Fuentes,N.Vidrio,A.Zamora,D.Chavez,G.Flores Zuniga,G.Martin,G.Espinoza Ahumada,H.Alferez Popoca,C.Gutierrez,A.Moreno,E.Pacheco,F.Santos,G.Torres,J.Achucarro,R.Jimenez,J.Paganoni,P.Hernandez Calderon","165831,38757,114058,186059,157399,71540,199849,71009,70486,163150,59894,112313,113397,70484,68438,70461,70490,70966",,,ATL,Atlas,1,6577,,,Mexico,,2010-08-15 22:30,,,"G. Ochoa,A. Mosquera,O.Rojas,A.Rosinei,P.Trevino,D.Montenegro,P.Pardo,M. Layun,E.Esqueda,V.Sanchez,M.Vuoso,A.Lopez,A.Navarrete,A.Rivas Martinez,J.Sanchez,J.Silva Maya,L.Sandoval Oliva,J.Martinez","31047,70255,2847,19317,210950,35423,34112,71724,106188,2862,3247,194537,70405,70931,5234,105616,71050,111904",,,CFA,CF America,1,6576,Mexico Liga MX,832913,,2010/2011,,,4
"A. Aldrete,H.Droguett,L.Noriega,J.Lozano,E.Hernandez,M.Sabah,L.Rey,R.Vilchis,R.Marquez,M.Rodriguez Cervantes,O.Alanis,G.Cabral,R.Medina,D.Jimenez,J.Leano Del Castillo,M.Cejas,R.Sambueza,J.Zamogilny","70827,70929,97892,30583,106134,70229,6857,201039,70836,70441,171205,18673,70928,70896,70895,18918,18651,112079",,,MOR,Monarcas Morelia,1,6575,,,Mexico,,2010-08-28 02:10,,,"M.Rodriguez Cervantes,O.Alanis,G.Cabral,R.Medina,D.Jimenez,J.Leano Del Castillo,M.Cejas,R.Sambueza,J.Zamogilny,E.Rangel Especiano,S.Ochoa,F.Bareiro,R.Morales,A.Ramirez Torres,F.Vilar,J.Cruzalta Cruz,E. P. Herrera,F.Salazar Lomeli","70441,171205,18673,70928,70896,70895,18918,18651,112079,71022,70945,69164,30778,166487,70512,70958,186936,70258",,,MDZ,Mineros de Zacatecas,1,6574,Mexico Liga MX,832923,,2010/2011,,,6
"M.Romero,J.Gastelum,H.Droguett,J.Lozano,R.Marquez,M.Sabah,E.Hernandez,I.Pineda,L.Noriega,L.Rey,S.Bernal Hernandez,E. Velarde Calvillo,M.Palacios,D.Veron,F.Espinoza Barrera,I.Castro,L.Augusto,J.Chiapas","18393,167633,70929,30583,70836,70229,106134,194650,97892,6857,70804,70809,70802,70813,70853,70814,70826,70816",,,MOR,Monarcas Morelia,0,6575,,,Mexico,,2010-10-03 18:00,,,"S.Bernal Hernandez,E. Velarde Calvillo,M.Palacios,D.Veron,F.Espinoza Barrera,I.Castro,L.Augusto,J.Chiapas,O.Rojas,D.Lopez,M.Bravo,J.Cortes,J.Cacho,F.Palencia,F.Vilar,E. P. Herrera,A.Garcia Arias,A. Aldrete","70804,70809,70802,70813,70853,70814,70826,70816,178178,41730,18964,183539,74645,30575,70512,186936,72117,70827",,,PUM,Pumas,1,1946,Mexico Liga MX,832966,,2010/2011,,,10
