awayPlayers,awayPlayersId,awayPlayersX,awayPlayersY,awayTeamAcronym,awayTeamFullName,awayTeamGoal,awayTeamId,card,corner,country,cross,date,foulcommit,goal,homePlayers,homePlayersId,homePlayersX,homePlayersY,homeTeamAcronym,homeTeamFullName,homeTeamGoal,homeTeamId,league,matchId,possession,season,shotoff,shoton,stage
,,,,PUM,no_hay_datos,0,,,,Mexico,,2002-04-27 22:30,,,,,,,TOL,no_hay_datos,0,,Mexico Liga MX,171257,,2001/2002,,,19
,,,,ATL,no_hay_datos,0,,,,Mexico,,2002-01-13 18:00,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,167806,,2001/2002,,,2
,,,,LEO,no_hay_datos,0,,,,Mexico,,2002-04-27 22:30,,,,,,,NEC,no_hay_datos,0,,Mexico Liga MX,171258,,2001/2002,,,19
,,,,VER,Veracruz,2,6382,,,Mexico,,2002-01-13 18:00,,,,,,,MOR,Monarcas Morelia,2,6575,Mexico Liga MX,167808,,2001/2002,,,2
,,,,PAC,no_hay_datos,0,,,,Mexico,,2002-01-13 20:00,,,,,,,PUE,no_hay_datos,0,,Mexico Liga MX,167809,,2001/2002,,,2
,,,,CRU,no_hay_datos,0,,,,Mexico,,2002-01-13 18:00,,,,,,,CDG,no_hay_datos,0,,Mexico Liga MX,167807,,2001/2002,,,2
,,,,PUE,no_hay_datos,0,,,,Mexico,,2002-04-21 22:00,,,,,,,LEO,no_hay_datos,0,,Mexico Liga MX,171108,,2001/2002,,,18
,,,,LAP,no_hay_datos,0,,,,Mexico,,2002-02-10 22:00,,,,,,,CFA,no_hay_datos,0,,Mexico Liga MX,167837,,2001/2002,,,6
,,,,LEO,no_hay_datos,0,,,,Mexico,,2002-02-10 22:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,167838,,2001/2002,,,6
,,,,TIG,no_hay_datos,0,,,,Mexico,,2002-04-07 18:00,,,,,,,CEL,no_hay_datos,0,,Mexico Liga MX,170414,,2001/2002,,,15
,,,,CRU,no_hay_datos,0,,,,Mexico,,2002-03-02 21:30,,,,,,,VER,no_hay_datos,0,,Mexico Liga MX,168879,,2001/2002,,,10
,,,,MON,no_hay_datos,0,,,,Mexico,,2002-02-10 18:00,,,,,,,CEL,no_hay_datos,0,,Mexico Liga MX,167834,,2001/2002,,,6
,,,,PUM,no_hay_datos,0,,,,Mexico,,2002-03-17 02:45,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,169291,,2001/2002,,,12
,,,,SAN,no_hay_datos,0,,,,Mexico,,2002-02-17 22:00,,,,,,,NEC,no_hay_datos,0,,Mexico Liga MX,167883,,2001/2002,,,7
,,,,TOL,no_hay_datos,0,,,,Mexico,,2002-03-17 18:00,,,,,,,PAC,no_hay_datos,0,,Mexico Liga MX,169426,,2001/2002,,,12
,,,,MON,no_hay_datos,0,,,,Mexico,,2002-03-17 22:00,,,,,,,CFA,no_hay_datos,0,,Mexico Liga MX,169441,,2001/2002,,,12
