awayPlayers,awayPlayersId,awayPlayersX,awayPlayersY,awayTeamAcronym,awayTeamFullName,awayTeamGoal,awayTeamId,card,corner,country,cross,date,foulcommit,goal,homePlayers,homePlayersId,homePlayersX,homePlayersY,homeTeamAcronym,homeTeamFullName,homeTeamGoal,homeTeamId,league,matchId,possession,season,shotoff,shoton,stage
"V.Noe Maya,J.Palacios,R.Salinas Ortiz,B.Luna,T.Moreno,A.Moreno,J.Reyes,J.Reyes,V.Lojero,M.Barbosa,N.Vidrio,D.Chavez,L.Robles,H. Ayala Castro,M.Mendez,G.Espinoza Ahumada,M.Zepeda,J. Torres Nilo","156730,70235,72130,28975,2905,59894,72131,72131,157811,38467,114058,157399,70453,70455,30927,71009,178175,70468",,,SAN,Atletico de San Luis,0,6358,,,Mexico,,2009-09-05 02:30,,,"M.Barbosa,N.Vidrio,D.Chavez,L.Robles,H. Ayala Castro,M.Mendez,G.Espinoza Ahumada,M.Zepeda,J. Torres Nilo,D.Osorno Calvillo,G.Vargas,C.Diaz,H.Alferez Popoca,M.Perez Zuniga,A.Martinez Flores,O.Mascorro,P.Aguilar,M.Orozco","38467,114058,157399,70453,70455,30927,71009,178175,70468,70494,41104,184059,70486,71705,72114,72118,106128,72122",,,ATL,Atlas,0,6577,Mexico Liga MX,667963,,2009/2010,,,7
"A.Olmedo Perez,I.Torres,J.Palacios,B.Luna,T.Moreno,J.Reyes,A.Moreno,C.Gonzalez,V.Lojero,V.Noe Maya,C.Gustavo Bossio,A.Romero,J.Beltran Vargas,H.Castro,R.Rico Ramirez,J.Pina Gutierrez,M.Jimenez,M.Gonzalez Manzanares","72123,70418,70235,28975,2905,72131,59894,52270,157811,156730,18365,6908,71698,178912,71691,70481,71718,71690",,,SAN,Atletico de San Luis,0,6358,,,Mexico,,2009-11-15 01:00,,,"C.Gustavo Bossio,A.Romero,J.Beltran Vargas,H.Castro,R.Rico Ramirez,J.Pina Gutierrez,M.Jimenez,M.Gonzalez Manzanares,E.Lopez Navarro,I.Romo,M.Vila,C.Pinto,D.Chaves,J.Octavio Aceves,A.Martinez Flores,O.Mascorro,P.Aguilar,A.Garcia Arias","18365,6908,71698,178912,71691,70481,71718,71690,70403,179034,57081,178904,56856,184668,72114,72118,106128,72117",,,QFC,Queretaro FC,4,1943,Mexico Liga MX,668052,,2009/2010,,,17
"D.Ordaz Alvarez,F.Baloy,D.Davino,J. C. Medina,S.Meza,G.Galindo Martinez,L.Perez,J. Zavala,A. De Nigris,S.Santana,D.Martinez,E.Huitron,M.Flores,A.Carreno,B.Arizpe,J. M. Basanta,O.Ortiz Uribe,C.Gustavo Bossio","71536,19248,70436,70477,71530,71712,31009,71551,70239,70430,70401,112067,70476,157426,184093,18521,69988,18365",,,MON,Monterrey,3,7849,,,Mexico,,2009-09-05 23:00,,,"C.Gustavo Bossio,M.Gonzalez Manzanares,L.Cano,R.Rico Ramirez,A.Romero,O.Tena,J.Beltran Vargas,E.Gonzalez,I.Romo,M.Vila,D.Chaves,A.Barbosa,E.Lopez Navarro,J.Ibarra,J.Martinez,J.Gonzalez,M.Gerk,J.Orozco","18365,71690,178903,71691,6908,119536,71698,178908,179034,57081,56856,182455,70403,180319,111903,121042,75415,71526",,,QFC,Queretaro FC,1,1943,Mexico Liga MX,667960,,2009/2010,,,7
"G. Ochoa,A. Mosquera,O.Rojas,J. C. Valenzuela,I.Martinez,J. Beausejour,D.Montenegro,P.Pardo,A.Reyna,S.Cabanas,E.Esqueda,A.Chitiva,G.Cerda,I.Rodriguez,J.Silva Maya,A.Rosinei,D.Marquez,M.Calero","31047,70255,2847,70475,72119,38254,35423,34112,72126,31105,106188,75058,118534,70438,105616,19317,116906,70245",,,CFA,CF America,1,6576,,,Mexico,,2009-10-04 01:00,,,"M.Calero,L.Lopez,M.Perez,J.Correa,J.Munoz,C.Rodriguez,J.Torres,C.Gimenez,P. Aguilar,D.Alvarez,E.Benitez,U.Mendivil Armenta,G.Caballero,J.Cacho,J.Rojas,L. Montes,D.Manso,R.Cota","70245,70253,70256,75543,5087,75057,95292,74585,68585,73680,69167,70010,28977,74645,141641,75059,18893,111873",,,PAC,Pachuca,2,7848,Mexico Liga MX,667998,,2009/2010,,,11
"C.Gustavo Bossio,M.Gonzalez Manzanares,R.Rico Ramirez,A.Romero,J.Beltran Vargas,O.Maldonado,H.Castro,E.Gonzalez,J.Octavio Aceves,I.Romo,E.Lopez Navarro,J.Martinez,J.Pina Gutierrez,L.Cano,M.Jimenez,M.Gerk,M.Vila,O.Tena","18365,71690,71691,6908,71698,179036,178912,178908,184668,179034,70403,111903,70481,178903,71718,75415,57081,119536",,,QFC,Queretaro FC,0,1943,,,Mexico,,2009-11-01 18:00,,,"A. Talavera,D.Novaretti,M.Almazan,M.de la Torre,J.Cruzalta Cruz,I.Lopez,M.Romagnoli,A. Matias,C.Esquivel,N.Calderon,H.Mancilla,J.Olvera de los Santos,R.Nava Lopez,I. Brizuela,D.De la Torre,M.Vladimir,M.Centeno,F.Gamboa Gomez","70399,184132,70947,70942,70958,30581,30513,31206,71030,141653,74591,70411,157898,178205,62341,40150,70887,70967",,,TOL,Toluca,2,6618,Mexico Liga MX,668028,,2009/2010,,,14
"A.Navarrete,G.Cerda,A. Mosquera,A.Rosinei,J. C. Valenzuela,I.Martinez,D.Montenegro,P.Pardo,A.Reyna,E.Esqueda,D.Marquez,A.Chitiva,A.Rivas Martinez,I.Rodriguez,J.Sanchez,J.Silva Maya,L.Pineda,C.Saucedo","70405,118534,70255,19317,70475,72119,35423,34112,72126,106188,116906,75058,70931,70438,5234,105616,180323,70206",,,CFA,CF America,1,6576,,,Mexico,,2009-09-06 00:30,,,"C.Saucedo,E. Castillo,F.Ortiz,A.Sancho Sanchez,J.Gonzalez Tahuilan,G.Fernandez,J. Molina,M.Viniegra Garcia,D.Toledo,I.Batista,F.Fonseca,A.Villalobos Munoz,J.Pablo Garcia,M.Ruiz,F.Acuna,A.Pulido,J.De Leon,E.Palos","70206,70976,18524,70848,72121,18646,112081,70237,70858,111899,40975,71717,70240,70218,157866,112092,70242,70207",,,TIG,Tigres,1,8561,Mexico Liga MX,667962,,2009/2010,,,7
"D.Ordaz Alvarez,F.Baloy,D.Davino,G.Galindo Martinez,L.Perez,O.Martinez,J. Zavala,W. Ayovi,A. De Nigris,H.Suazo,D.Martinez,P.Ibarra Corral,J. C. Medina,S.Santana,A.Carreno,J. M. Basanta,O.Ortiz Uribe,M.Calero","71536,19248,70436,71712,31009,157424,71551,30332,70239,50048,70401,71531,70477,70430,157426,18521,69988,70245",,,MON,Monterrey,3,7849,,,Mexico,,2009-09-20 01:00,,,"M.Calero,M.Perez,J.Correa,C.Rodriguez,J.Munoz,J.Torres,C.Gimenez,D.Manso,P. Aguilar,D.Alvarez,J.Cacho,G.Torres,U.Mendivil Armenta,G.Caballero,E.Benitez,J.Rojas,L. Montes,J.Orozco","70245,70256,75543,75057,5087,95292,74585,18893,68585,73680,74645,70484,70010,28977,69167,141641,75059,71526",,,PAC,Pachuca,1,7848,Mexico Liga MX,667980,,2009/2010,,,9
"O.Perez,C. Alvarez,J.Gandolfi,O.Flores,O.Razo,Danilinho,N.Cardozo,A.Arguello,C.Valdez,O. Peralta,E.Orozco,J.Chavez,F.Mendoza,C.Balcazar Tamayo,G.Flores Zuniga,Y.Corona,H.Sanchez Guerrero,E.Hernandez","30587,49961,18640,70472,103204,80559,18807,70413,70485,75625,166115,70226,69656,70478,71540,178169,30579,630615",,,JAG,Jaguares Chiapas,1,6621,,,Mexico,,2009-11-01 22:30,,,"G. Ochoa,R.Rojas,O.Rojas,J. C. Valenzuela,I.Martinez,J. Beausejour,D.Montenegro,P.Pardo,A.Reyna,S.Cabanas,E.Esqueda,A.Chitiva,G.Cerda,J.Sanchez,H.Gonzalez,A.Rosinei,J.Martinez,D.Marquez","31047,6918,2847,70475,72119,38254,35423,34112,72126,31105,106188,75058,118534,5234,188123,19317,111904,116906",,,CFA,CF America,1,6576,Mexico Liga MX,668030,,2009/2010,,,14
"O.Perez,J.Gandolfi,O.Flores,O.Razo,C.Valdez,Danilinho,N.Cardozo,A.Arguello,J.De Jesus Gutierrez Flores,O. Peralta,E.Orozco,D.Josiel,G.Flores Zuniga,Y.Corona,H.Sanchez Guerrero,A.Miguel Zamora,E.Hernandez,E.Chavez Hernandez","30587,18640,70472,103204,70485,80559,18807,70413,69997,75625,166115,58324,71540,178169,30579,70536,630615,102982",,,JAG,Jaguares Chiapas,0,6621,,,Mexico,,2009-09-20 01:00,,,"L.Michel,M.De Luna,A.Galindo,E.Solis,S.Ponce,J.Magallon,G.Pineda,R.Morales,X.Baez,J. Hernandez,O.Bravo,E.Mejia,O.Arellano,S.Avila Valle,V.Hernandez,P.Araujo,O.Esparza Morales,M. Fabian","70421,111889,30572,111891,68365,70414,31008,30778,74885,70409,31010,70402,73679,70432,111883,70424,70423,111897",,,CDG,CD Guadalajara,1,7807,Mexico Liga MX,667979,,2009/2010,,,9
"L.Augusto,F.Espinoza Barrera,I.Iniguez Gonzalez,D.Cabrera,M.Bravo,F.Palencia,D.Lopez,O.Rojas,R.Cristante Mandarino,M.Almazan,M.de la Torre,E.Duenas,J.Cruzalta Cruz,I.Lopez,M.Romagnoli,A. Matias,D.De la Torre,N.Calderon","70826,70853,70870,70859,18964,30575,41730,178178,70880,70947,70942,70951,70958,30581,30513,31206,62341,141653",,,PUM,Pumas,0,1946,,,Mexico,,2009-08-09 18:00,,,"R.Cristante Mandarino,M.Almazan,M.de la Torre,E.Duenas,J.Cruzalta Cruz,I.Lopez,M.Romagnoli,A. Matias,D.De la Torre,N.Calderon,H.Mancilla,M.Vladimir,F.Gamboa Gomez,S.Bernal Hernandez,E. Velarde Calvillo,M.Palacios,D.Veron,J.Chiapas","70880,70947,70942,70951,70958,30581,30513,31206,62341,141653,74591,40150,70967,70804,70809,70802,70813,70816",,,TOL,Toluca,3,6618,Mexico Liga MX,667929,,2009/2010,,,3
"M.Barbosa,I.Fuentes,M.Perez Zuniga,L.Robles,H. Ayala Castro,M.Mendez,D.Chavez,N.Vidrio,H.Alferez Popoca,D.Campos Peiro,D.Osorno Calvillo,C.Diaz,D.Rios,F.Canales,G.Espinoza Ahumada,G.Vargas,G.Trujillo Corona,M.Zepeda","38467,69992,71705,70453,70455,30927,157399,114058,70486,185182,70494,184059,68261,165831,71009,41104,70815,178175",,,ATL,Atlas,0,6577,,,Mexico,,2009-09-20 18:00,,,"A. Talavera,D.Novaretti,M.de la Torre,E.Duenas,J.Cruzalta Cruz,I.Lopez,M.Romagnoli,A. Matias,C.Esquivel,N.Calderon,H.Mancilla,J.Olvera de los Santos,R.Nava Lopez,M.Almazan,I. Brizuela,D.De la Torre,M.Vladimir,M.Centeno","70399,184132,70942,70951,70958,30581,30513,31206,71030,141653,74591,70411,157898,70947,178205,62341,40150,70887",,,TOL,Toluca,2,6618,Mexico Liga MX,667983,,2009/2010,,,9
"O.Sanchez,J.Estrada,U.Alvarez,R.Figueroa,J.Santiago Santiago,P. Quinonez,J.Cardenas,D.Luduena,J.Rodriguez,C.Quintero,M.Vuoso,C.Ochoa,C.Sanchez,F.Arce,W.Adrian Jimenez,J.Mosqueda,O.Mares Martinez,M.Becerra Gonzalez","30777,70971,184055,70979,70457,52450,72148,71013,30589,51334,3247,71549,70470,70825,71010,67978,71033,71686",,,SAN,Santos,1,7857,,,Mexico,,2009-09-20 03:00,,,"F.Vilar,J.Gonzalez,M.Martinez,G.Pereyra,A.Munoz,R.Marquez,S.Solari,C.Bermudez,L.Velazquez,J.Guerrero,D.Arreola,D.Cervantes,J.Morales,G.Ruiz,F.Navarro,H.Peralta,A.Carevic,C.Ovalle","70512,70549,163136,70217,70542,70836,30499,70577,163675,72147,141652,70404,70410,70517,115731,34636,71242,70540",,,ATL,Atlante,0,1942,Mexico Liga MX,667982,,2009/2010,,,9
"J.Villalpando,G.Mora Olayo,A.Acosta,J.Velazquez,R.Juarez,L.Noriega,N.Vigneri,P.Fresnedo,R. Salinas,C.Ruiz,J.Borgetti,C.Rosas Sergio,M.Lopez Mondragon,O.Rincon,A.Ortiz Arellano,A.Olivera,F.Ayala Armendariz,A.Alvarez Olivares","111902,70006,50653,101438,111875,97892,56588,112086,149043,69705,35609,103143,71049,157471,72127,33587,70001,71696",,,PUE,Puebla,1,7847,,,Mexico,,2009-09-26 23:00,,,"J.Orozco,D.Ordaz Alvarez,F.Baloy,D.Davino,L.Perez,O.Martinez,S.Santana,J. Zavala,W. Ayovi,A. De Nigris,H.Suazo,D.Martinez,G.Galindo Martinez,A.Carreno,J. M. Basanta,W.Paredes,O.Ortiz Uribe,J.Arellano","71526,71536,19248,70436,31009,157424,70430,71551,30332,70239,50048,70401,71712,157426,18521,71544,69988,30781",,,MON,Monterrey,2,7849,Mexico Liga MX,667990,,2009/2010,,,10
"S.Bernal Hernandez,E. Velarde Calvillo,M.Palacios,D.Veron,I.Castro,E.Juarez,L.Augusto,P.Barrera,J.Chiapas,D.Lopez,M.Bravo,L.Fuentes,F.Espinoza Barrera,F.Palencia,O.Rojas,I.Iniguez Gonzalez,D.Cabrera,A.Palacios","70804,70809,70802,70813,70814,111885,70826,70865,70816,41730,18964,167052,70853,30575,178178,70870,70859,103783",,,PUM,Pumas,1,1946,,,Mexico,,2009-09-20 22:00,,,"J.Villalpando,S.Perez,A.Acosta,J.Velazquez,R.Juarez,G.Mora Olayo,L.Noriega,A.Olivera,R. Salinas,C.Ruiz,J.Borgetti,C.Rosas Sergio,M.Lopez Mondragon,N.Vigneri,O.Rincon,A.Ortiz Arellano,P.Fresnedo,A.Alvarez Olivares","111902,112073,50653,101438,111875,70006,97892,33587,149043,69705,35609,103143,71049,56588,157471,72127,112086,71696",,,PUE,Puebla,1,7847,Mexico Liga MX,667987,,2009/2010,,,9
"A. Talavera,D.Novaretti,M.de la Torre,E.Duenas,J.Cruzalta Cruz,M.Romagnoli,I.Lopez,A. Matias,C.Esquivel,N.Calderon,H.Mancilla,J.Olvera de los Santos,R.Nava Lopez,S.Perez,M.Almazan,D.De la Torre,M.Vladimir,A.Rios Martinez","70399,184132,70942,70951,70958,30513,30581,31206,71030,141653,74591,70411,157898,179084,70947,62341,40150,163132",,,TOL,Toluca,2,6618,,,Mexico,,2009-09-26 23:00,,,"J. D. J. Corona,J.Dominguez,M.Casados,H.Cervantes,R. Chavez,G.Torrado,C.Riveros,J.Lozano,H.Gutierrez,E.Hernandez,E.Villa,P.Zeballos,R. Nunez,J.Huiqui,A.Vela,C.Villaluz,E.Lugo,Y.Gutierrez","70878,70199,28983,71700,70203,30779,31104,30583,70225,49862,18629,69193,69701,30584,70011,70228,70221,70197",,,CRU,Cruz Azul,1,6578,Mexico Liga MX,667989,,2009/2010,,,10
"G. Ochoa,A. Mosquera,O.Rojas,J. C. Valenzuela,I.Martinez,J. Beausejour,D.Montenegro,P.Pardo,A.Reyna,S.Cabanas,E.Esqueda,A.Chitiva,I.Rodriguez,J.Sanchez,L.Pineda,A.Rosinei,J.Martinez,D.Marquez","31047,70255,2847,70475,72119,38254,35423,34112,72126,31105,106188,75058,70438,5234,180323,19317,111904,116906",,,CFA,CF America,0,6576,,,Mexico,,2009-09-20 22:00,,,"C.Gustavo Bossio,M.Gonzalez Manzanares,L.Cano,R.Rico Ramirez,A.Romero,O.Tena,J.Beltran Vargas,O.Maldonado,H.Castro,M.Vila,D.Chaves,C.Pinto,E.Gonzalez,I.Romo,J.Martinez,J.Pina Gutierrez,J.Octavio Aceves,M.Gerk","18365,71690,178903,71691,6908,119536,71698,179036,178912,57081,56856,178904,178908,179034,111903,70481,184668,75415",,,QFC,Queretaro FC,0,1943,Mexico Liga MX,667978,,2009/2010,,,9
"O.Alanis,J.Sanchez Ramos,R.Medina,J.Leano Del Castillo,M.Cejas,R.Sambueza,J.Zamogilny,E.Rangel Especiano,C.Morales,F.Bareiro,A.Partida Arevalo,D.Alcantar Garcia,E.Lomeli Martinez,F.Villasenor,R.Ruiz De Barbieri,S.Ochoa,C.Lozano,T.Alberto Campos Alejandre","171205,71689,70928,70895,18918,18651,112079,71022,70984,69164,127262,70521,70934,71038,70935,70945,70884,70007",,,MDZ,Mineros de Zacatecas,2,6574,,,Mexico,,2009-09-27 01:00,,,"C.Lozano,T.Alberto Campos Alejandre,J.Malagueno,S.Balderas,D.Armando Campos,J.Echavarria,L.Ricardo Esqueda Ornelas,J.Rodriguez,L.Garcia Caldera,Rodrigao,E.Santibanez Noe,A.N'Kong,D.Galvan,E. W. Hernandez,J.Curbelo,M.Vidal,H.Hernandez,M.Rodriguez Cervantes","70884,70007,18834,70213,149976,163143,94801,163146,71713,11804,94799,97886,165837,141633,21694,135309,70250,70441",,,IND,Indios de Juarez,1,131200,Mexico Liga MX,667991,,2009/2010,,,10
"L.Sandoval Oliva,Wilson Mathias,J.Gastelum,A. L. Ramirez,L.Rey,E.Hernandez,L.Silva Ochoa,M.Sabah,H.Droguett,O.Perez,J.Chavez,J.Gandolfi,O.Flores,O.Razo,N.Cardozo,A.Arguello,C.Valdez,Danilinho","71050,70818,167633,50095,6857,106134,178213,70229,70929,30587,70226,18640,70472,103204,18807,70413,70485,80559",,,MOR,Monarcas Morelia,2,6575,,,Mexico,,2009-11-04 23:00,,,"O.Perez,J.Chavez,J.Gandolfi,O.Flores,O.Razo,N.Cardozo,A.Arguello,C.Valdez,Danilinho,O. Peralta,E.Orozco,G.Flores Zuniga,Y.Corona,C.Rodriguez,F.Salazar Lomeli,M.Cabrera,A. Aldrete,M.Romero","30587,70226,18640,70472,103204,18807,70413,70485,80559,75625,166115,71540,178169,182467,70258,70259,70827,18393",,,JAG,Jaguares Chiapas,1,6621,Mexico Liga MX,668039,,2009/2010,,,15
