awayPlayers,awayPlayersId,awayPlayersX,awayPlayersY,awayTeamAcronym,awayTeamFullName,awayTeamGoal,awayTeamId,card,corner,country,cross,date,foulcommit,goal,homePlayers,homePlayersId,homePlayersX,homePlayersY,homeTeamAcronym,homeTeamFullName,homeTeamGoal,homeTeamId,league,matchId,possession,season,shotoff,shoton,stage
,,,,SAN,no_hay_datos,0,,,,Mexico,,2003-08-03 02:30,,,,,,,NEC,no_hay_datos,0,,Mexico Liga MX,189208,,2003/2004,,,1
,,,,QFC,no_hay_datos,0,,,,Mexico,,2003-11-22 21:00,,,,,,,JAG,no_hay_datos,0,,Mexico Liga MX,194797,,2003/2004,,,19
,,,,ATL,no_hay_datos,0,,,,Mexico,,2003-08-02 21:00,,,,,,,TOL,no_hay_datos,0,,Mexico Liga MX,189204,,2003/2004,,,1
,,,,CRU,no_hay_datos,0,,,,Mexico,,2003-08-24 01:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,190367,,2003/2004,,,4
,,,,MON,no_hay_datos,0,,,,Mexico,,2003-08-02 23:00,,,,,,,CRU,no_hay_datos,0,,Mexico Liga MX,189207,,2003/2004,,,1
,,,,VER,no_hay_datos,0,,,,Mexico,,2003-08-24 02:45,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,190368,,2003/2004,,,4
,,,,IRA,no_hay_datos,0,,,,Mexico,,2003-11-22 21:30,,,,,,,VER,no_hay_datos,0,,Mexico Liga MX,194855,,2003/2004,,,19
,,,,JAG,no_hay_datos,0,,,,Mexico,,2003-08-03 02:30,,,,,,,TIG,no_hay_datos,0,,Mexico Liga MX,189209,,2003/2004,,,1
,,,,CDG,no_hay_datos,0,,,,Mexico,,2003-11-22 21:30,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,194805,,2003/2004,,,19
,,,,PUE,no_hay_datos,0,,,,Mexico,,2003-08-24 18:00,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,190407,,2003/2004,,,4
,,,,JAG,no_hay_datos,0,,,,Mexico,,2003-10-18 21:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,193955,,2003/2004,,,13
,,,,NEC,no_hay_datos,0,,,,Mexico,,2003-10-25 23:00,,,,,,,VER,no_hay_datos,0,,Mexico Liga MX,194187,,2003/2004,,,15
,,,,MDZ,no_hay_datos,0,,,,Mexico,,2003-10-22 21:00,,,,,,,TOL,no_hay_datos,0,,Mexico Liga MX,194068,,2003/2004,,,1
,,,,VER,Veracruz,0,6382,,,Mexico,,2003-09-27 23:05,,,,,,,MOR,Monarcas Morelia,2,6575,Mexico Liga MX,192453,,2003/2004,,,1
,,,,PUM,no_hay_datos,0,,,,Mexico,,2003-09-27 23:05,,,,,,,TIG,no_hay_datos,0,,Mexico Liga MX,192452,,2003/2004,,,1
,,,,IRA,no_hay_datos,0,,,,Mexico,,2003-08-24 03:00,,,,,,,MON,no_hay_datos,0,,Mexico Liga MX,190369,,2003/2004,,,4
,,,,NEC,no_hay_datos,0,,,,Mexico,,2003-11-22 21:30,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,194804,,2003/2004,,,19
,,,,CDG,no_hay_datos,0,,,,Mexico,,2003-08-24 18:00,,,,,,,PAC,no_hay_datos,0,,Mexico Liga MX,190412,,2003/2004,,,4
,,,,IRA,no_hay_datos,0,,,,Mexico,,2003-09-28 01:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,192454,,2003/2004,,,1
,,,,PUE,no_hay_datos,0,,,,Mexico,,2003-09-28 18:00,,,,,,,TOL,no_hay_datos,0,,Mexico Liga MX,192607,,2003/2004,,,1
,,,,NEC,no_hay_datos,0,,,,Mexico,,2003-09-28 01:00,,,,,,,CDG,no_hay_datos,0,,Mexico Liga MX,192456,,2003/2004,,,1
,,,,MDZ,no_hay_datos,0,,,,Mexico,,2003-09-28 18:00,,,,,,,PAC,no_hay_datos,0,,Mexico Liga MX,192605,,2003/2004,,,1
,,,,CRU,no_hay_datos,0,,,,Mexico,,2003-09-28 20:00,,,,,,,QFC,no_hay_datos,0,,Mexico Liga MX,192623,,2003/2004,,,1
,,,,ATL,no_hay_datos,0,,,,Mexico,,2003-09-28 22:00,,,,,,,SAN,no_hay_datos,0,,Mexico Liga MX,192635,,2003/2004,,,1
,,,,CFA,no_hay_datos,0,,,,Mexico,,2003-09-28 20:00,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,192619,,2003/2004,,,1
,,,,MON,no_hay_datos,0,,,,Mexico,,2003-11-02 01:00,,,,,,,CDG,no_hay_datos,0,,Mexico Liga MX,194402,,2003/2004,,,16
,,,,SAN,Santos,4,7857,,,Mexico,,2003-11-01 23:00,,,,,,,MOR,Monarcas Morelia,2,6575,Mexico Liga MX,194400,,2003/2004,,,16
,,,,ATL,no_hay_datos,0,,,,Mexico,,2003-11-02 01:00,,,,,,,TIG,no_hay_datos,0,,Mexico Liga MX,194403,,2003/2004,,,16
,,,,MDZ,no_hay_datos,0,,,,Mexico,,2003-11-02 03:00,,,,,,,NEC,no_hay_datos,0,,Mexico Liga MX,194404,,2003/2004,,,16
,,,,PUE,no_hay_datos,0,,,,Mexico,,2003-10-25 23:00,,,,,,,CRU,no_hay_datos,0,,Mexico Liga MX,194186,,2003/2004,,,15
,,,,CFA,no_hay_datos,0,,,,Mexico,,2003-11-01 21:00,,,,,,,TOL,no_hay_datos,0,,Mexico Liga MX,194398,,2003/2004,,,16
,,,,PAC,no_hay_datos,0,,,,Mexico,,2003-10-04 23:00,,,,,,,MON,no_hay_datos,0,,Mexico Liga MX,193147,,2003/2004,,,11
,,,,VER,no_hay_datos,0,,,,Mexico,,2003-11-02 20:00,,,,,,,PUE,no_hay_datos,0,,Mexico Liga MX,194469,,2003/2004,,,16
,,,,TOL,no_hay_datos,0,,,,Mexico,,2003-11-05 02:45,,,,,,,TIG,no_hay_datos,0,,Mexico Liga MX,194477,,2003/2004,,,6
,,,,ATL,no_hay_datos,0,,,,Mexico,,2003-11-02 18:00,,,,,,,PAC,no_hay_datos,0,,Mexico Liga MX,194464,,2003/2004,,,16
,,,,SAN,no_hay_datos,0,,,,Mexico,,2003-11-02 20:00,,,,,,,QFC,no_hay_datos,0,,Mexico Liga MX,194470,,2003/2004,,,16
,,,,CRU,no_hay_datos,0,,,,Mexico,,2003-11-02 18:00,,,,,,,PUM,no_hay_datos,0,,Mexico Liga MX,194463,,2003/2004,,,16
,,,,TIG,no_hay_datos,0,,,,Mexico,,2003-10-26 18:00,,,,,,,CFA,no_hay_datos,0,,Mexico Liga MX,194246,,2003/2004,,,15
,,,,QFC,no_hay_datos,0,,,,Mexico,,2003-10-26 02:45,,,,,,,ATL,no_hay_datos,0,,Mexico Liga MX,194188,,2003/2004,,,15
,,,,CDG,no_hay_datos,0,,,,Mexico,,2003-10-26 18:00,,,,,,,MDZ,no_hay_datos,0,,Mexico Liga MX,194247,,2003/2004,,,15
,,,,IRA,no_hay_datos,0,,,,Mexico,,2003-11-01 21:00,,,,,,,JAG,no_hay_datos,0,,Mexico Liga MX,194399,,2003/2004,,,16
