awayPlayers,awayPlayersId,awayPlayersX,awayPlayersY,awayTeamAcronym,awayTeamFullName,awayTeamGoal,awayTeamId,card,corner,country,cross,date,foulcommit,goal,homePlayers,homePlayersId,homePlayersX,homePlayersY,homeTeamAcronym,homeTeamFullName,homeTeamGoal,homeTeamId,league,matchId,possession,season,shotoff,shoton,stage
"J. Pereira,A. Castro,G.Torrado,C.Gimenez,J. Rojas,A.Emana,M.Pavone,S.Napoles,J.Amione,M.Formica,A.Palacios,E. Velarde Calvillo,D.Veron,J.Garcia Fernandez,L.Quintana,M.Romagnoli,J.Cortes,L.Garcia","278569,7059,30779,74585,114065,25571,18164,200950,200951,113631,103783,70809,70813,178176,446003,30513,183539,30832",,,CRU,Cruz Azul,2,6578,,,Mexico,,2013-11-10 18:00,,,"A.Palacios,E. Velarde Calvillo,D.Veron,J.Garcia Fernandez,L.Quintana,M.Romagnoli,J.Cortes,L.Garcia,J.Van Rankin,C.Orrantia,M.Bravo,A.Nieto,D.Ramirez,A.Nahuelpan,G.Allison,J.Dominguez,I.Castro,L. Perea","103783,70809,70813,178176,446003,30513,183539,30832,310528,201110,18964,211102,467976,149584,207791,70199,70814,33636",,,PUM,Pumas,2,1946,Mexico Liga MX,1462337,,2013/2014,,,17
"R.Osorio,O.Arellano,L.Silva,J. Zavala,N.Cardozo,H.Suazo,D. Pabon,C.Delgado,G.Madrigal,J. D. J. Corona,G.Flores Zuniga,L. Perea,J.Dominguez,S.Napoles,R. Chavez,I.Castro,G.Torrado,J. Rojas","34113,73679,132900,71551,18807,50048,158263,30472,292295,70878,71540,33636,70199,200950,70203,70814,30779,114065",,,MON,Monterrey,0,7849,,,Mexico,,2013-07-20 23:00,,,"J. D. J. Corona,G.Flores Zuniga,L. Perea,J.Dominguez,S.Napoles,R. Chavez,I.Castro,G.Torrado,J. Rojas,J.Amione,M.Pavone,M.Madrid,P.Barrera,R.Fernandez,J.Dios Ibarra,S.Meza,H.Mier,J. M. Basanta","70878,71540,33636,70199,200950,70203,70814,30779,114065,200951,18164,464716,70865,464704,207790,71530,229821,18521",,,CRU,Cruz Azul,1,6578,Mexico Liga MX,1462131,,2013/2014,,,1
"J.Chavez,R. Millar,L.Emanuel Ayala,F.Santos,M.Vuoso,J.Barraza,E.Rivera,J.Vigon,S.Ponce,A.Zermeno Iniguez,A.Polo Ramirez,J.Gandolfi,P.Aguilar,G.Garza,R.Ruiz Toledo,E.Cerda,C.Pellerano,F.Arce","72313,49996,74590,113397,3247,163151,299052,350153,68365,72116,274242,18640,106128,214248,277145,70241,36099,70825",,,ATL,Atlas,3,6577,,,Mexico,,2013-07-20 03:35,,,"A.Zermeno Iniguez,A.Polo Ramirez,J.Gandolfi,P.Aguilar,G.Garza,R.Ruiz Toledo,E.Cerda,C.Pellerano,F.Arce,D.Olsina,D.Benedetto,F. Martinez,P.Arriola,A.Lopez,O.Razo,F.Erpen,L.Cufre,F.Leon","72116,274242,18640,106128,214248,277145,70241,36099,70825,345538,163766,237608,462244,418262,103204,69724,38729,302290",,,TIJ,Tijuana,3,162418,Mexico Liga MX,1462129,,2013/2014,,,1
"M.Romero,W.Erviti,J.Guerrero,M.Galmarini,A.Vela,A.Sepulveda,E.Miralles,D.Garcia,F.Uscanga,R.Jimenez,L.Michel,K.Alvarez,N.Vidrio,A.Gallardo,A.Coronado,O.Esparza Morales,P.Araujo,C.Fierro","18393,71543,72147,94568,70011,215428,113390,70545,165594,70461,70421,244069,114058,248463,197535,70423,70424,281870",,,ATL,Atlante,0,1942,,,Mexico,,2013-08-04 23:00,,,"L.Michel,K.Alvarez,N.Vidrio,A.Gallardo,A.Coronado,O.Esparza Morales,P.Araujo,C.Fierro,G.Casillas,J.Sanchez,R.Marquez,G.Hernandez,H.Reynoso Lopez,M. Fabian,Y.Gutierrez,L.Venegas,C.Calvo,S.Perez","70421,244069,114058,248463,197535,70423,70424,281870,279921,213221,70836,343939,70408,111897,70197,143886,350922,112073",,,CDG,CD Guadalajara,1,7807,Mexico Liga MX,1462167,,2013/2014,,,4
"L.Silva Ochoa,E.Andrade,A. L. Ramirez,J. Montero,C.Valdez,C.Morales,H.Mancilla,J.Govea,S.Trellez Viveros,A.Zamorano,E.Hernandez,L.Ricardo Esqueda Ornelas,D.Escalante,M.Osuna,M.Jimenez,Apodi,L.Perez,J.Nava","178213,70220,50095,52563,70485,70984,74591,143501,251360,254610,630615,94801,207926,420527,71718,114373,31009,111893",,,MOR,Monarcas Morelia,3,6575,,,Mexico,,2013-07-20 01:30,,,"E.Hernandez,L.Ricardo Esqueda Ornelas,D.Escalante,M.Osuna,M.Jimenez,Apodi,L.Perez,J.Nava,D.De la Torre,E. Paredes,A.Escoto,G.Espinoza Ahumada,I.Romo,G.Corral,F.Vilar,E. P. Herrera,R. Salinas,J.Olvera de los Santos","630615,94801,207926,420527,71718,114373,31009,111893,62341,50654,262724,71009,179034,164724,70512,186936,149043,70411",,,QFC,Queretaro FC,1,1943,Mexico Liga MX,1462118,,2013/2014,,,1
"H.Cid,J.Chiapas,L.Martinez,A.Reyna,E.Garcia,I.Martinez,C.Martinez,L.Sanchez,L.Tejada,F.Santana Santillan,O.Sanchez,C.Ibanez,N.Araujo,F.Baloy,J.Abella,M.Cejas,C.Quintero,J.Rodriguez","464725,70816,100938,72126,464759,72119,207738,354077,70341,70861,30777,159404,207793,19248,466755,18918,51334,30589",,,VER,Veracruz,2,6382,,,Mexico,,2013-11-09 03:30,,,"O.Sanchez,C.Ibanez,N.Araujo,F.Baloy,J.Abella,M.Cejas,C.Quintero,J.Rodriguez,N.Calderon,R.Salinas Ortiz,E.Herrera,J. Orozco,A.Renteria,O.Mares Martinez,E.Hernandez,A.Cortes Valdovino,O.Mascorro,J.Sanchez","30777,159404,207793,19248,466755,18918,51334,30589,141653,72130,277263,150712,317122,71033,70204,70209,72118,5234",,,SAN,Santos,2,7857,Mexico Liga MX,1462330,,2013/2014,,,17
"S.Perez,W.Erviti,J.Guerrero,E.Miralles,A.Vela,F.Fonseca,D.Jimenez,J.Garcia,L.Rodriguez,J. D. J. Corona,I.Castro,J.Dominguez,S.Napoles,J. Pereira,P.Barrera,A. Castro,C.Gimenez,G.Torrado","112073,71543,72147,113390,70011,40975,166588,315234,391614,70878,70814,70199,200950,278569,70865,7059,74585,30779",,,ATL,Atlante,0,1942,,,Mexico,,2013-08-17 23:00,,,"J. D. J. Corona,I.Castro,J.Dominguez,S.Napoles,J. Pereira,P.Barrera,A. Castro,C.Gimenez,G.Torrado,J. Rojas,M.Pavone,J.Amione,M.Madrid,Y.Gutierrez,M.Galmarini,M.Morales,M.Romero,R.Jimenez","70878,70814,70199,200950,278569,70865,7059,74585,30779,114065,18164,200951,464716,70197,94568,71546,18393,70461",,,CRU,Cruz Azul,1,6578,Mexico Liga MX,1462184,,2013/2014,,,6
"Juninho,J.Torres,Danilinho,L.Lobos,M.Viniegra Garcia,D.Alvarez,E.Villa,A. Pulido,E.Lugo,O.Sanchez,J.Abella,N.Araujo,O.Alanis,C.Ibanez,J. A. Escoboza,J.Rodriguez,N.Calderon,R.Salinas Ortiz","19287,95292,80559,33721,70237,73680,18629,196884,70221,30777,466755,207793,171205,159404,277141,30589,141653,72130",,,TIG,Tigres,0,8561,,,Mexico,,2013-08-17 03:30,,,"O.Sanchez,J.Abella,N.Araujo,O.Alanis,C.Ibanez,J. A. Escoboza,J.Rodriguez,N.Calderon,R.Salinas Ortiz,C.Quintero,O. Peralta,J. Orozco,M.Crosas,F.Baloy,E.Palos,J. Torres Nilo,J.Duenas,H. Ayala Castro","30777,466755,207793,171205,159404,277141,30589,141653,72130,51334,75625,150712,97236,19248,70207,70468,163152,70455",,,SAN,Santos,3,7857,Mexico Liga MX,1462182,,2013/2014,,,6
"C.Rodriguez,O.Rojas,Wilson Mathias,X.Baez,E.Benitez,I. Brizuela,P.Velazquez,C.Esquivel,A.Rios Martinez,R.Nava Lopez,H.Gonzalez,G.Buron,J.Leal,A. Mosquera,E.Pimentel,C.Gutierrez,O.Martinez,R.Sambueza","75057,178178,70818,74885,69167,178205,69168,71030,163132,157898,188123,497822,497831,70255,277275,163150,157424,18651",,,TOL,Toluca,1,6618,,,Mexico,,2013-11-09 23:00,,,"H.Gonzalez,G.Buron,J.Leal,A. Mosquera,E.Pimentel,C.Gutierrez,O.Martinez,R.Sambueza,C.Bermudez,N. Mina,A.Andrade,P.Esquivel,A.Lopez,G.Cordero,C.Lozano,F.Gamboa Gomez,F.Pinto,P.da Silva","188123,497822,497831,70255,277275,163150,157424,18651,70577,167101,185637,504332,194537,302593,70884,70967,70260,31103",,,CFA,CF America,1,6576,Mexico Liga MX,1462331,,2013/2014,,,17
"M.Orozco,A.Ruiz,D.De Buen,L.Noriega,D. Beasley,C.Sanchez,M.Alustiza,A.Medina,M.Quezada,E.Arce Pena,F.Vilar,E. P. Herrera,J.Huiqui,J.Olvera de los Santos,R.Godinez,J.Cardenas,A. L. Ramirez,J. Montero","72122,494945,272616,97892,38837,188589,111033,30573,494946,208444,70512,186936,30584,70411,393071,72148,50095,52563",,,PUE,Puebla,0,7847,,,Mexico,,2013-11-09 01:30,,,"F.Vilar,E. P. Herrera,J.Huiqui,J.Olvera de los Santos,R.Godinez,J.Cardenas,A. L. Ramirez,J. Montero,E.Andrade,C.Valdez,H.Mancilla,E.Guzman Zavala,A.Zamorano,C.Morales,J.Villalpando,J.Lacerda,J.Chavez,O.Rojas","70512,186936,30584,70411,393071,72148,50095,52563,70220,70485,74591,100166,254610,70984,111902,56841,70226,2847",,,MOR,Monarcas Morelia,1,6575,Mexico Liga MX,1462329,,2013/2014,,,17
